[05-Jun-2016 11:57:06 Europe/Paris] PHP Fatal error:  Call to undefined method CustomerManager::getSubList() in E:\EasyPHP\data\localweb\clim\module\client\update_client.php on line 23 
[04-Mar-2017 11:06:48 Europe/Paris] PHP Warning:  include(): http:// wrapper is disabled in the server configuration by allow_url_include=0 in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:06:48 Europe/Paris] PHP Warning:  include(http://127.0.0.1/clim/fluido/class/Gaz.php): failed to open stream: no suitable wrapper could be found in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:06:48 Europe/Paris] PHP Warning:  include(): Failed opening 'http://127.0.0.1/clim/fluido/class/Gaz.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 22
[04-Mar-2017 11:06:48 Europe/Paris] PHP Fatal error:  Class 'Gaz' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addGaz.php on line 23
[04-Mar-2017 13:31:21 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\GazManager.php on line 69
[04-Mar-2017 13:31:30 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\GazManager.php on line 69
[04-Mar-2017 13:31:50 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\GazManager.php on line 69
[04-Mar-2017 13:32:08 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\GazManager.php on line 69
[04-Mar-2017 14:29:08 Europe/Paris] PHP Catchable fatal error:  Argument 1 passed to GazManager::deleteGaz() must be an instance of Gaz, string given, called in E:\EasyPHP\data\localweb\clim\fluido\proc\deleteGaz.php on line 28 and defined in E:\EasyPHP\data\localweb\clim\fluido\class\GazManager.php on line 53
[04-Mar-2017 14:30:13 Europe/Paris] PHP Catchable fatal error:  Argument 1 passed to GazManager::deleteGaz() must be an instance of Gaz, string given, called in E:\EasyPHP\data\localweb\clim\fluido\proc\deleteGaz.php on line 28 and defined in E:\EasyPHP\data\localweb\clim\fluido\class\GazManager.php on line 53
[07-Mar-2017 19:52:27 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\fluido\move.php on line 65
[10-Mar-2017 18:16:34 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\client\proc\seek_client.php on line 20
[10-Mar-2017 18:16:35 Europe/Paris] PHP Notice:  Undefined index: city in E:\EasyPHP\data\localweb\clim\client\proc\seek_client.php on line 23
[10-Mar-2017 19:02:38 Europe/Paris] PHP Notice:  Undefined index: firstName in E:\EasyPHP\data\localweb\clim\fluido\add_move.php on line 95
[10-Mar-2017 19:02:38 Europe/Paris] PHP Notice:  Undefined index: firstName in E:\EasyPHP\data\localweb\clim\fluido\add_move.php on line 95
[10-Mar-2017 20:37:06 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\proc\getEquipment.php on line 22
[10-Mar-2017 20:37:11 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\proc\getEquipment.php on line 22
[10-Mar-2017 20:38:21 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\proc\getEquipment.php on line 22
[10-Mar-2017 20:41:17 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\proc\getEquipment.php on line 22
[10-Mar-2017 20:41:21 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\proc\getEquipment.php on line 22
[10-Mar-2017 21:10:49 Europe/Paris] PHP Notice:  Undefined index: name in E:\EasyPHP\data\localweb\clim\equipment\proc\getEquipment.php on line 22
[11-Mar-2017 15:30:13 Europe/Paris] PHP Notice:  Undefined index: serial in E:\EasyPHP\data\localweb\clim\fluido\class\Bottle.php on line 25
[13-Mar-2017 19:49:14 Europe/Paris] PHP Fatal error:  Class 'Move' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 75
[16-Mar-2017 19:31:37 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 26
[16-Mar-2017 19:31:37 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 27
[16-Mar-2017 19:31:38 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 19:31:38 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 19:31:38 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 19:33:04 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 26
[16-Mar-2017 19:33:04 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 27
[16-Mar-2017 19:33:05 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 19:33:05 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 19:33:05 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 19:33:19 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 26
[16-Mar-2017 19:33:19 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 27
[16-Mar-2017 19:33:20 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 19:33:20 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 19:33:20 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 19:33:45 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 26
[16-Mar-2017 19:33:45 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 27
[16-Mar-2017 19:33:46 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 19:33:46 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 19:33:46 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 19:33:47 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 26
[16-Mar-2017 19:33:47 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 27
[16-Mar-2017 19:33:48 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 19:33:48 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 19:33:48 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 19:33:50 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 26
[16-Mar-2017 19:33:50 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 27
[16-Mar-2017 19:33:51 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 19:33:51 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 19:33:51 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 20:06:43 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 27
[16-Mar-2017 20:06:43 Europe/Paris] PHP Notice:  A non well formed numeric value encountered in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 28
[16-Mar-2017 20:06:44 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 20:06:44 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 20:06:44 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 20:10:02 Europe/Paris] PHP Notice:  Undefined index: start in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 148
[16-Mar-2017 20:10:02 Europe/Paris] PHP Notice:  Undefined index: end in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 149
[16-Mar-2017 20:10:02 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 21:07:45 Europe/Paris] PHP Notice:  Undefined variable: dateOfSell in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 31
[16-Mar-2017 21:08:18 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 21:08:22 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 21:10:58 Europe/Paris] PHP Notice:  Undefined variable: start in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 40
[16-Mar-2017 21:10:58 Europe/Paris] PHP Notice:  Undefined variable: end in E:\EasyPHP\data\localweb\clim\fluido\proc\listMove.php on line 40
[16-Mar-2017 21:10:58 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 21:11:42 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 21:12:15 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 21:12:39 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[16-Mar-2017 21:13:28 Europe/Paris] PHP Warning:  PDOStatement::execute(): SQLSTATE[HY093]: Invalid parameter number: parameter was not defined in E:\EasyPHP\data\localweb\clim\fluido\class\MoveManager.php on line 199
[17-Mar-2017 19:11:00 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/class/DateBuilde.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 34
[17-Mar-2017 19:11:00 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/class/DateBuilde.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 34
[17-Mar-2017 19:11:00 Europe/Paris] PHP Fatal error:  Class 'DateBuilder' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 35
[17-Mar-2017 19:11:08 Europe/Paris] PHP Warning:  include(E:/EasyPHP/data/localweb/clim/class/DateBuilde.php): failed to open stream: No such file or directory in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 34
[17-Mar-2017 19:11:08 Europe/Paris] PHP Warning:  include(): Failed opening 'E:/EasyPHP/data/localweb/clim/class/DateBuilde.php' for inclusion (include_path='.;C:\php\pear') in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 34
[17-Mar-2017 19:11:08 Europe/Paris] PHP Fatal error:  Class 'DateBuilder' not found in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 35
[17-Mar-2017 19:11:27 Europe/Paris] PHP Notice:  Undefined index: dateOfBuy in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 46
[17-Mar-2017 19:12:11 Europe/Paris] PHP Notice:  Undefined index: dateOfBuy in E:\EasyPHP\data\localweb\clim\fluido\proc\addMove.php on line 47
[20-Mar-2017 19:12:43 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[20-Mar-2017 19:12:43 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[20-Mar-2017 19:13:25 Europe/Paris] PHP Notice:  Undefined variable: gazList in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 38
[20-Mar-2017 19:13:25 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[20-Mar-2017 19:13:25 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[20-Mar-2017 19:13:37 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[20-Mar-2017 19:13:37 Europe/Paris] PHP Notice:  Undefined index: id in E:\EasyPHP\data\localweb\clim\inc\table.php on line 43
[20-Mar-2017 19:18:49 Europe/Paris] PHP Fatal error:  Unsupported operand types in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 39
[20-Mar-2017 19:23:07 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\inc\table.php on line 10
[20-Mar-2017 19:26:39 Europe/Paris] PHP Warning:  array_merge(): Argument #2 is not an array in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 39
[20-Mar-2017 19:27:02 Europe/Paris] PHP Warning:  array_merge(): Argument #2 is not an array in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 40
[20-Mar-2017 19:28:11 Europe/Paris] PHP Warning:  array_merge(): Argument #2 is not an array in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 40
[20-Mar-2017 20:13:05 Europe/Paris] PHP Fatal error:  Unsupported operand types in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 40
[20-Mar-2017 20:14:22 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 43
[20-Mar-2017 20:14:22 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\inc\table.php on line 10
[20-Mar-2017 21:13:41 Europe/Paris] PHP Warning:  array_combine(): Both parameters should have an equal number of elements in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 41
[20-Mar-2017 21:19:44 Europe/Paris] PHP Warning:  array_replace_recursive(): Argument #2 is not an array in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 41
[20-Mar-2017 21:19:45 Europe/Paris] PHP Warning:  sort() expects parameter 1 to be array, null given in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 29
[20-Mar-2017 21:20:23 Europe/Paris] PHP Warning:  sort() expects parameter 1 to be array, null given in E:\EasyPHP\data\localweb\clim\fluido\proc\seekBilan.php on line 29
[20-Mar-2017 21:25:56 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\inc\table.php on line 10
[20-Mar-2017 21:25:57 Europe/Paris] PHP Notice:  Undefined variable: data in E:\EasyPHP\data\localweb\clim\inc\table.php on line 10
[20-Mar-2017 22:06:44 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 6
[20-Mar-2017 22:06:44 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 26
[20-Mar-2017 22:06:44 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 26
[20-Mar-2017 22:06:44 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[20-Mar-2017 22:06:44 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[20-Mar-2017 22:06:44 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[20-Mar-2017 22:06:44 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[20-Mar-2017 22:06:44 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[20-Mar-2017 22:06:44 Europe/Paris] PHP Warning:  Invalid argument supplied for foreach() in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
[20-Mar-2017 22:06:44 Europe/Paris] PHP Notice:  Undefined variable: tabTitle in E:\EasyPHP\data\localweb\clim\inc\table.php on line 44
